Week ending,Group,DHB of service,Dose number,# doses administered,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,MidCentral,2,762,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Nelson Marlborough,1,372,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Nelson Marlborough,2,189,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Northland,1,730,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Northland,2,335,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Other Sites,1,769,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Other Sites,2,782,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,South Canterbury,1,29,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,South Canterbury,2,39,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Southern,1,1410,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Southern,2,1358,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Tairawhiti,1,45,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Tairawhiti,2,62,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Taranaki,1,722,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Taranaki,2,305,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Waikato,1,1821,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Waikato,2,1643,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Wairarapa,1,770,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Wairarapa,2,37,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,West Coast,1,44,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,West Coast,2,107,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Whanganui,1,34,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Whanganui,2,180,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Auckland Metro,1,9633,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Auckland Metro,2,7515,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Bay of Plenty,1,2245,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Bay of Plenty,2,3238,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Canterbury,1,2085,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Canterbury,2,524,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Capital & Coast and Hutt Valley,1,2039,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Capital & Coast and Hutt Valley,2,1692,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Hawke's Bay,1,482,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Hawke's Bay,2,2651,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Lakes,1,1205,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Lakes,2,1646,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,MidCentral,1,3888,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,MidCentral,2,1400,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Nelson Marlborough,1,2136,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Nelson Marlborough,2,1378,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Northland,1,1298,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Northland,2,1345,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Other Sites,1,29,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Other Sites,2,9,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,South Canterbury,1,133,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,South Canterbury,2,2062,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Southern,1,2177,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Southern,2,4563,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Tairawhiti,1,504,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Tairawhiti,2,487,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Taranaki,1,406,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Taranaki,2,261,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Waikato,1,1409,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Waikato,2,2004,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Wairarapa,1,495,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Wairarapa,2,501,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,West Coast,1,538,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,West Coast,2,599,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Whanganui,1,251,,,,,,,,,,,,,,,,,,
27/06/2021,Group 3,Whanganui,2,1453,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Auckland Metro,1,6486,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Auckland Metro,2,5693,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Bay of Plenty,1,93,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Bay of Plenty,2,162,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Canterbury,1,345,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Canterbury,2,236,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Capital & Coast and Hutt Valley,1,294,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Capital & Coast and Hutt Valley,2,139,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Hawke's Bay,1,122,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Hawke's Bay,2,766,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Lakes,1,360,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Lakes,2,156,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,MidCentral,1,314,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,MidCentral,2,249,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Nelson Marlborough,2,64,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Northland,1,464,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Northland,2,532,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Other Sites,1,281,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Other Sites,2,30,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,South Canterbury,1,10,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,South Canterbury,2,86,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Southern,1,49,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Southern,2,250,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Tairawhiti,1,21,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Tairawhiti,2,124,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Taranaki,1,89,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Taranaki,2,24,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Waikato,1,97,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Waikato,2,473,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Wairarapa,1,54,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Wairarapa,2,14,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,West Coast,1,20,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,West Coast,2,92,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Whanganui,1,8,,,,,,,,,,,,,,,,,,
27/06/2021,Group 4,Whanganui,2,63,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Auckland Metro,1,209,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Auckland Metro,2,350,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Bay of Plenty,1,27,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Bay of Plenty,2,24,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Canterbury,1,123,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Canterbury,2,180,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Capital & Coast and Hutt Valley,1,78,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Capital & Coast and Hutt Valley,2,81,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Hawke's Bay,1,8,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Hawke's Bay,2,7,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Lakes,1,5,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Lakes,2,39,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,MidCentral,1,8,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,MidCentral,2,15,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Nelson Marlborough,1,10,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Nelson Marlborough,2,12,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Northland,2,10,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Other Sites,1,23,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Other Sites,2,137,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Southern,1,36,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Southern,2,70,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Taranaki,2,5,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Waikato,1,40,,,,,,,,,,,,,,,,,,
04/07/2021,Group 1,Waikato,2,23,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Auckland Metro,1,11420,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Auckland Metro,2,9268,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Bay of Plenty,1,458,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Bay of Plenty,2,530,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Canterbury,1,2112,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Canterbury,2,2693,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Capital & Coast and Hutt Valley,1,334,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Capital & Coast and Hutt Valley,2,434,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Hawke's Bay,1,157,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Hawke's Bay,2,84,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Lakes,1,170,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Lakes,2,868,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,MidCentral,1,694,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,MidCentral,2,491,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Nelson Marlborough,1,196,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Nelson Marlborough,2,365,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Northland,1,561,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Northland,2,259,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Other Sites,1,862,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Other Sites,2,914,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,South Canterbury,1,16,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,South Canterbury,2,40,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Southern,1,1565,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Southern,2,1096,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Tairawhiti,1,307,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Tairawhiti,2,74,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Taranaki,1,299,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Taranaki,2,397,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Waikato,1,2500,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Waikato,2,1327,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Wairarapa,1,155,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Wairarapa,2,78,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,West Coast,1,64,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,West Coast,2,78,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Whanganui,1,11,,,,,,,,,,,,,,,,,,
04/07/2021,Group 2,Whanganui,2,68,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Auckland Metro,1,9807,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Auckland Metro,2,6791,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Bay of Plenty,1,2515,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Bay of Plenty,2,2306,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Canterbury,1,2948,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Canterbury,2,529,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Capital & Coast and Hutt Valley,1,2242,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Capital & Coast and Hutt Valley,2,1532,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Hawke's Bay,1,687,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Hawke's Bay,2,2082,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Lakes,1,786,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Lakes,2,1301,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,MidCentral,1,3804,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,MidCentral,2,1225,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Nelson Marlborough,1,1534,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Nelson Marlborough,2,2462,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Northland,1,1412,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Northland,2,1081,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Other Sites,1,82,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Other Sites,2,20,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,South Canterbury,1,255,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,South Canterbury,2,1239,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Southern,1,2802,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Southern,2,2405,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Tairawhiti,1,490,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Tairawhiti,2,563,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Taranaki,1,1012,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Taranaki,2,180,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Waikato,1,2023,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Waikato,2,1476,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Wairarapa,1,1103,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Wairarapa,2,275,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,West Coast,1,707,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,West Coast,2,328,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Whanganui,1,156,,,,,,,,,,,,,,,,,,
04/07/2021,Group 3,Whanganui,2,1280,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Auckland Metro,1,6452,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Auckland Metro,2,5106,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Bay of Plenty,1,107,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Bay of Plenty,2,116,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Canterbury,1,873,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Canterbury,2,230,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Capital & Coast and Hutt Valley,1,381,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Capital & Coast and Hutt Valley,2,223,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Hawke's Bay,1,463,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Hawke's Bay,2,436,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Lakes,1,569,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Lakes,2,104,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,MidCentral,1,462,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,MidCentral,2,184,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Nelson Marlborough,1,16,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Nelson Marlborough,2,6,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Northland,1,428,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Northland,2,331,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Other Sites,1,379,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Other Sites,2,36,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,South Canterbury,1,7,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,South Canterbury,2,212,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Southern,1,120,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Southern,2,166,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Tairawhiti,1,27,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Tairawhiti,2,31,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Taranaki,1,63,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Taranaki,2,53,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Waikato,1,237,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Waikato,2,300,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Wairarapa,1,94,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Wairarapa,2,15,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,West Coast,1,81,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,West Coast,2,37,,,,,,,,,,,,,,,,,,
04/07/2021,Group 4,Whanganui,2,29,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Auckland Metro,1,223,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Auckland Metro,2,294,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Bay of Plenty,1,10,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Bay of Plenty,2,25,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Canterbury,1,179,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Canterbury,2,316,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Capital & Coast and Hutt Valley,1,96,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Capital & Coast and Hutt Valley,2,98,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Hawke's Bay,2,10,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Lakes,1,15,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Lakes,2,79,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,MidCentral,2,15,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Nelson Marlborough,1,10,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Nelson Marlborough,2,17,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Northland,2,7,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Other Sites,1,7,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Other Sites,2,88,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,South Canterbury,1,10,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Southern,1,13,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Southern,2,67,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Waikato,1,21,,,,,,,,,,,,,,,,,,
11/07/2021,Group 1,Waikato,2,29,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Auckland Metro,1,9692,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Auckland Metro,2,11924,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Bay of Plenty,1,398,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Bay of Plenty,2,595,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Canterbury,1,712,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Canterbury,2,3211,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Capital & Coast and Hutt Valley,1,381,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Capital & Coast and Hutt Valley,2,539,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Hawke's Bay,1,103,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Hawke's Bay,2,340,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Lakes,1,119,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Lakes,2,307,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,MidCentral,1,449,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,MidCentral,2,662,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Nelson Marlborough,1,170,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Nelson Marlborough,2,214,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Northland,1,392,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Northland,2,782,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Other Sites,1,875,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Other Sites,2,1009,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,South Canterbury,1,30,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,South Canterbury,2,48,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Southern,1,1028,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Southern,2,1129,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Tairawhiti,1,36,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Tairawhiti,2,332,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Taranaki,1,125,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Taranaki,2,736,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Waikato,1,1500,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Waikato,2,1914,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Wairarapa,1,88,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Wairarapa,2,460,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,West Coast,1,103,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,West Coast,2,131,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Whanganui,1,35,,,,,,,,,,,,,,,,,,
11/07/2021,Group 2,Whanganui,2,34,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Auckland Metro,1,10277,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Auckland Metro,2,6564,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Bay of Plenty,1,2137,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Bay of Plenty,2,2808,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Canterbury,1,4806,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Canterbury,2,613,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Capital & Coast and Hutt Valley,1,3109,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Capital & Coast and Hutt Valley,2,1830,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Hawke's Bay,1,728,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Hawke's Bay,2,1165,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Lakes,1,924,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Lakes,2,1702,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,MidCentral,1,3110,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,MidCentral,2,3243,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Nelson Marlborough,1,2438,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Nelson Marlborough,2,1845,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Northland,1,1032,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Northland,2,1651,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Other Sites,1,29,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Other Sites,2,67,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,South Canterbury,1,281,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,South Canterbury,2,1315,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Southern,1,2067,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Southern,2,3653,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Tairawhiti,1,416,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Tairawhiti,2,646,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Taranaki,1,717,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Taranaki,2,192,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Waikato,1,2078,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Waikato,2,1525,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Wairarapa,1,1339,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Wairarapa,2,595,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,West Coast,1,450,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,West Coast,2,404,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Whanganui,1,439,,,,,,,,,,,,,,,,,,
11/07/2021,Group 3,Whanganui,2,253,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Auckland Metro,1,7816,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Auckland Metro,2,4779,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Bay of Plenty,1,122,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Bay of Plenty,2,82,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Canterbury,1,827,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Canterbury,2,137,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Capital & Coast and Hutt Valley,1,500,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Capital & Coast and Hutt Valley,2,314,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Hawke's Bay,1,371,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Hawke's Bay,2,250,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Lakes,1,359,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Lakes,2,144,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,MidCentral,1,363,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,MidCentral,2,336,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Nelson Marlborough,1,293,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Nelson Marlborough,2,10,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Northland,1,476,,,,,,,,,,,,,,,,,,
11/07/2021,Group 4,Northland,2,648,,,,,,,,,,,,,,,,,,
